"UserName","Description","DelayedAutoStart","BinaryPathName","StartupType","Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","StartType","ServiceHandle","Status","ServiceType","Site","Container"
"NT AUTHORITY\LocalService","WinRT 응용 프로그램의 백그라운드 작업 실행을 조정합니다. 이 서비스가 중지되었거나 사용하지 않도록 설정된 경우 백그라운드 작업이 트리거되지 않을 수 있습니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","TimeBrokerSvc","System.ServiceProcess.ServiceController[]","False","False","True","Time Broker","System.ServiceProcess.ServiceController[]",".","TimeBrokerSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","이 서비스는 웹 계정 관리자가 앱 및 서비스에 대한 Single-Sign-On을 제공하는 데 사용됩니다.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","TokenBroker","System.ServiceProcess.ServiceController[]","False","False","True","웹 계정 관리자","System.ServiceProcess.ServiceController[]",".","TokenBroker","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","컴퓨터 내의 NTFS 파일 간 또는 네트워크의 컴퓨터 간 연결을 유지합니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Automatic","TrkWks","System.ServiceProcess.ServiceController[]","False","True","True","Distributed Link Tracking Client","System.ServiceProcess.ServiceController[]",".","TrkWks","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","권장 문제 해결 방법을 적용하므로 자동 완화를 활성화합니다. 기능이 멈추면 기기는 문제에 대한 권장 문제 해결 방법을 얻지 못할 것입니다.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","TroubleshootingSvc","System.ServiceProcess.ServiceController[]","False","False","False","권장 문제 해결 서비스","System.ServiceProcess.ServiceController[]",".","TroubleshootingSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"localSystem","Windows 업데이트와 선택적 구성 요소의 설치, 수정 및 제거를 사용할 수 있게 합니다. 이 서비스를 사용할 수 없게 하면 이 컴퓨터에 대한 Windows 업데이트의 설치 또는 제거가 실행되지 않을 수 있습니다.","False","C:\WINDOWS\servicing\TrustedInstaller.exe","Manual","TrustedInstaller","System.ServiceProcess.ServiceController[]","False","False","False","Windows Modules Installer","System.ServiceProcess.ServiceController[]",".","TrustedInstaller","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","자동으로 시스템 표준 시간대를 설정합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Disabled","tzautoupdate","System.ServiceProcess.ServiceController[]","False","False","False","자동 표준 시간대 업데이트 프로그램","System.ServiceProcess.ServiceController[]",".","tzautoupdate","System.ServiceProcess.ServiceController[]","Disabled","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"","셸 구성 요소 서비스","False","C:\WINDOWS\system32\svchost.exe -k UdkSvcGroup","Manual","UdkUserSvc_7cc3d","System.ServiceProcess.ServiceController[]","False","False","True","UdkUserSvc_7cc3d","System.ServiceProcess.ServiceController[]",".","UdkUserSvc_7cc3d","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","240",,
"LocalSystem","응용 프로그램 및 OS 설정 로밍에 대한 지원을 제공합니다.","False","C:\WINDOWS\system32\AgentService.exe","Disabled","UevAgentService","System.ServiceProcess.ServiceController[]","False","False","False","User Experience Virtualization 서비스","System.ServiceProcess.ServiceController[]",".","UevAgentService","System.ServiceProcess.ServiceController[]","Disabled","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"localSystem","프린터/드라이버/RDP 연결 포트의 리디렉션을 허용합니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","UmRdpService","System.ServiceProcess.ServiceController[]","False","True","True","Remote Desktop Services UserMode Port Redirector","System.ServiceProcess.ServiceController[]",".","UmRdpService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"","계약 정보, 일정, 메시지, 기타 콘텐츠를 비롯하여 구조적 사용자 데이터 저장소를 처리합니다. 이 서비스를 중지하거나 사용하지 않도록 설정할 경우 이 데이터를 사용하는 앱이 올바르게 작동하지 않을 수 있습니다.","False","C:\WINDOWS\System32\svchost.exe -k UnistackSvcGroup","Manual","UnistoreSvc_7cc3d","System.ServiceProcess.ServiceController[]","False","False","False","UnistoreSvc_7cc3d","System.ServiceProcess.ServiceController[]",".","UnistoreSvc_7cc3d","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","224",,
"NT AUTHORITY\LocalService","이 컴퓨터에서 UPnP 장비 호스팅을 허용합니다. 이 서비스를 중지하면 호스팅되는 UPnP 장비의 작동이 멈추고 호스팅되는 장비를 추가할 수 없습니다. 이 서비스를 사용하지 않으면 이 서비스와 관련된 모든 서비스를 시작할 수 없습니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Manual","upnphost","System.ServiceProcess.ServiceController[]","False","False","False","UPnP Device Host","System.ServiceProcess.ServiceController[]",".","upnphost","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"","연락처 정보, 일정, 메시지, 기타 콘텐츠를 비롯하여 구조적 사용자 데이터에 대한 액세스 권한을 앱에 제공합니다. 이 서비스를 중지하거나 사용하지 않도록 설정할 경우 이 데이터를 사용하는 앱이 올바르게 작동하지 않을 수 있습니다.","False","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup","Manual","UserDataSvc_7cc3d","System.ServiceProcess.ServiceController[]","False","False","False","UserDataSvc_7cc3d","System.ServiceProcess.ServiceController[]",".","UserDataSvc_7cc3d","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","224",,
"LocalSystem","사용자 관리자는 다중 사용자 조작에 필요한 런타임 구성 요소를 제공합니다. 이 서비스를 중지하면 일부 응용 프로그램이 제대로 작동하지 않을 수 있습니다.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Automatic","UserManager","System.ServiceProcess.ServiceController[]","False","False","True","User Manager","System.ServiceProcess.ServiceController[]",".","UserManager","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Windows 업데이트를 관리합니다. 이 서비스가 중지되면 장치에서 최신 업데이트를 다운로드하고 설치할 수 없게 됩니다.","True","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","AutomaticDelayedStart","UsoSvc","System.ServiceProcess.ServiceController[]","False","True","True","Orchestrator Service 업데이트","System.ServiceProcess.ServiceController[]",".","UsoSvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","사용자, 응용 프로그램 및 보안 서비스 패키지에 대한 자격 증명을 안전하게 저장 및 검색할 수 있도록 합니다.","False","C:\WINDOWS\system32\lsass.exe","Manual","VaultSvc","System.ServiceProcess.ServiceController[]","False","True","True","Credential Manager","System.ServiceProcess.ServiceController[]",".","VaultSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32ShareProcess",,
"LocalSystem","디스크, 볼륨, 파일 시스템 및 저장소 배열에 대한 관리 서비스를 제공합니다.","False","C:\WINDOWS\System32\vds.exe","Manual","vds","System.ServiceProcess.ServiceController[]","False","False","False","Virtual Disk","System.ServiceProcess.ServiceController[]",".","vds","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","Hyper-V 호스트가 가상 컴퓨터 내부에서 실행되는 특정 서비스와 상호 작용할 수 있는 인터페이스를 제공합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","vmicguestinterface","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V Guest Service Interface","System.ServiceProcess.ServiceController[]",".","vmicguestinterface","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","정기적으로 하트비트를 보고하여 이 가상 컴퓨터의 상태를 모니터링합니다. 이 서비스를 사용하면 더 이상 응답하지 않는 실행 중인 가상 컴퓨터를 식별할 수 있습니다.","False","C:\WINDOWS\system32\svchost.exe -k ICService -p","Manual","vmicheartbeat","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V Heartbeat Service","System.ServiceProcess.ServiceController[]",".","vmicheartbeat","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","물리적 컴퓨터에서 실행 중인 운영 체제와 가상 컴퓨터 간에 데이터를 교환하기 위한 메커니즘을 제공합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","vmickvpexchange","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V Data Exchange Service","System.ServiceProcess.ServiceController[]",".","vmickvpexchange","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","물리적 컴퓨터에서 실행 중인 운영 체제와 가상 컴퓨터 간의 통신을 위한 플랫폼을 제공합니다.","False","C:\WINDOWS\system32\svchost.exe -k ICService -p","Manual","vmicrdv","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V 원격 데스크톱 가상화 서비스","System.ServiceProcess.ServiceController[]",".","vmicrdv","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","물리적 컴퓨터의 관리 인터페이스에서 이 가상 컴퓨터의 운영 체제를 종료하기 위한 메커니즘을 제공합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","vmicshutdown","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V Guest Shutdown Service","System.ServiceProcess.ServiceController[]",".","vmicshutdown","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","이 가상 컴퓨터의 시스템 시간을 물리적 컴퓨터의 시스템 시간과 동기화합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","vmictimesync","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V Time Synchronization Service","System.ServiceProcess.ServiceController[]",".","vmictimesync","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","가상 네트워크를 사용하지 않고 VM 세션을 통한 PowerShell을 사용하여 가상 컴퓨터를 관리할 수 있는 메커니즘을 제공합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","vmicvmsession","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V PowerShell Direct Service","System.ServiceProcess.ServiceController[]",".","vmicvmsession","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","볼륨 섀도 복사본 서비스를 사용하여 물리적 컴퓨터의 운영 체제에서 이 가상 컴퓨터의 응용 프로그램과 데이터를 백업해야 하는 통신을 조정합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","vmicvss","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V 볼륨 섀도 복사본 요청자","System.ServiceProcess.ServiceController[]",".","vmicvss","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","This service is responsible for elevating the Visual Studio Installer.","False","""C:\Program Files (x86)\Microsoft Visual Studio\Installer\VSInstallerElevationService.exe""","Manual","VSInstallerElevationService","System.ServiceProcess.ServiceController[]","False","False","False","Visual Studio Installer Elevation Service","System.ServiceProcess.ServiceController[]",".","VSInstallerElevationService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","백업 및 기타 목적에 사용되는 볼륨 섀도 복사본을 관리하고 구현합니다. 이 서비스가 중단되면 섀도 복사본을 백업에 사용할 수 없게 되며 백업이 실패할 수 있습니다. 이 서비스를 사용할 수 없도록 설정하면 이 서비스에 관련된 모든 서비스를 시작할 수 없게 됩니다.","False","C:\WINDOWS\system32\vssvc.exe","Manual","VSS","System.ServiceProcess.ServiceController[]","False","False","False","Volume Shadow Copy","System.ServiceProcess.ServiceController[]",".","VSS","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","Visual Studio Data Collection Service. When running, this service collects real-time ETW events and processes them.","False","""C:\Program Files (x86)\Microsoft Visual Studio\Shared\Common\DiagnosticsHub.Collection.Service\StandardCollector.Service.exe""","Manual","VSStandardCollectorService150","System.ServiceProcess.ServiceController[]","False","False","False","Visual Studio Standard Collector Service 150","System.ServiceProcess.ServiceController[]",".","VSStandardCollectorService150","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","네트워크의 모든 클라이언트와 서버에서 날짜 및 시간 동기화를 유지 관리합니다. 이 서비스가 중지되면 날짜 및 시간 동기화를 사용할 수 없습니다. 이 서비스를 사용하지 않도록 설정하면 이 서비스에 명시적으로 의존하는 서비스가 시작되지 않습니다.","True","C:\WINDOWS\system32\svchost.exe -k LocalService","AutomaticDelayedStart","W32Time","System.ServiceProcess.ServiceController[]","False","True","True","Windows Time","System.ServiceProcess.ServiceController[]",".","W32Time","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
,,"False",,"Manual","WaaSMedicSvc","System.ServiceProcess.ServiceController[]","False","False","False","WaaSMedicSvc","System.ServiceProcess.ServiceController[]",".","WaaSMedicSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","전자지갑의 클라이언트에 사용되는 호스트 개체","False","C:\WINDOWS\System32\svchost.exe -k appmodel -p","Manual","WalletService","System.ServiceProcess.ServiceController[]","False","False","False","WalletService","System.ServiceProcess.ServiceController[]",".","WalletService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"NT Authority\LocalService","Enables JIT compilation support in d3d10warp.dll for processes in which code generation is disabled.","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted","Manual","WarpJITSvc","System.ServiceProcess.ServiceController[]","False","False","False","Warp JIT Service","System.ServiceProcess.ServiceController[]",".","WarpJITSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"localSystem","WBENGINE 서비스는 Windows 백업에서 백업 및 복구 작업을 수행하기 위해 사용됩니다. 사용자가 이 서비스를 중지할 경우 현재 실행 중인 백업 또는 복구 작업이 실패할 수 있습니다. 이 서비스를 사용할 수 없게 설정하면 이 컴퓨터에서 Windows 백업을 통한 백업 및 복구 작업을 수행할 수 없게 될 수 있습니다.","False","""C:\WINDOWS\system32\wbengine.exe""","Manual","wbengine","System.ServiceProcess.ServiceController[]","False","False","False","Block Level Backup Engine Service","System.ServiceProcess.ServiceController[]",".","wbengine","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","Windows 생체 인식 서비스는 클라이언트 응용 프로그램에서 생체 인식 하드웨어 또는 샘플에 직접 액세스하지 않고 생체 인식 데이터를 캡처, 비교, 조작 및 저장할 수 있도록 합니다. 이 서비스는 권한이 있는 SVCHOST 프로세스에서 호스트됩니다.","False","C:\WINDOWS\system32\svchost.exe -k WbioSvcGroup","Automatic","WbioSrvc","System.ServiceProcess.ServiceController[]","False","False","True","Windows Biometric Service","System.ServiceProcess.ServiceController[]",".","WbioSrvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","현재 PC에서 사용할 수 있는 네트워크 연결 옵션에 따라 자동 연결과 연결 끊기를 결정하고 그룹 정책 설정에 따라 네트워크 연결 관리를 사용합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Wcmsvc","Automatic","Wcmsvc","System.ServiceProcess.ServiceController[]","False","True","True","Windows Connection Manager","System.ServiceProcess.ServiceController[]",".","Wcmsvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"NT AUTHORITY\LocalService","WCNCSVC가 Windows Connect Now 구성을 호스트합니다. Windows Connect Now는 Microsoft에서 구현한 WPS(Wireless Protected Setup) 프로토콜로, AP(액세스 지점)나 무선 장치의 무선 LAN 설정을 구성하는 데 사용됩니다. 이 서비스는 필요에 따라 프로그래밍 방식으로 시작합니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceAndNoImpersonation -p","Manual","wcncsvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Connect Now - Config Registrar","System.ServiceProcess.ServiceController[]",".","wcncsvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","진단 서비스 호스트는 로컬 서비스 컨텍스트에서 실행해야 하는 진단을 호스트하는 진단 정책 서비스에서 사용합니다. 서비스를 중지하면 않으면 이 서비스에 종속된 진단이 더 이상 작동하지 않습니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalService -p","Manual","WdiServiceHost","System.ServiceProcess.ServiceController[]","False","False","False","Diagnostic Service Host","System.ServiceProcess.ServiceController[]",".","WdiServiceHost","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","진단 시스템 호스트는 로컬 시스템 컨텍스트에서 실행해야 하는 진단을 호스트하는 진단 정책 서비스에서 사용합니다. 서비스가 중지되면 이 서비스에 종속되는 진단이 더 이상 작동하지 않습니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","WdiSystemHost","System.ServiceProcess.ServiceController[]","False","False","False","Diagnostic System Host","System.ServiceProcess.ServiceController[]",".","WdiSystemHost","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","알려져 있거나 새로 발견된 네트워크 프로토콜 취약점을 공격하는 침입 시도로부터 보호합니다.","False","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24090.11-0\NisSrv.exe""","Manual","WdNisSvc","System.ServiceProcess.ServiceController[]","False","False","True","Microsoft Defender Antivirus Network Inspection Service","System.ServiceProcess.ServiceController[]",".","WdNisSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Windows 기반의 프로그램에서 인터넷 기반의 파일을 작성, 액세스, 수정할 수 있습니다. 서비스를 중지하면 해당 기능을 사용할 수 없습니다. 서비스를 사용하지 않도록 설정하면 관련된 모든 서비스를 시작할 수 없습니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Manual","WebClient","System.ServiceProcess.ServiceController[]","False","False","False","WebClient","System.ServiceProcess.ServiceController[]",".","WebClient","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","Web-based device management service","False","C:\WINDOWS\system32\WebManagement.exe","Disabled","WebManagement","System.ServiceProcess.ServiceController[]","False","False","False","Web Management","System.ServiceProcess.ServiceController[]",".","WebManagement","System.ServiceProcess.ServiceController[]","Disabled","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
,,"False",,"Manual","WebManagementUser_7cc3d","System.ServiceProcess.ServiceController[]","False","False","False","WebManagementUser_7cc3d","System.ServiceProcess.ServiceController[]",".","WebManagementUser_7cc3d","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","224",,
"NT AUTHORITY\LocalService","Web Threat Defense 엔드포인트 서비스는 사용자 자격 증명에 대한 액세스 권한을 얻으려는 승인되지 않은 엔터티를 식별하여 컴퓨터를 보호합니다","False","C:\WINDOWS\system32\svchost.exe -k WebThreatDefense -p","Manual","webthreatdefsvc","System.ServiceProcess.ServiceController[]","True","True","True","Web Threat Defense 서비스","System.ServiceProcess.ServiceController[]",".","webthreatdefsvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"","Web Threat Defense 사용자 서비스는 권한이 없는 엔터티가 자격 증명에 액세스하려고 시도할 때 사용자에게 경고하여 컴퓨터를 보호합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Automatic","webthreatdefusersvc_7cc3d","System.ServiceProcess.ServiceController[]","True","True","True","webthreatdefusersvc_7cc3d","System.ServiceProcess.ServiceController[]",".","webthreatdefusersvc_7cc3d","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","240",,
"NT AUTHORITY\NetworkService","이 서비스는 WS-Management 프로토콜을 지원하는 원격 원본의 이벤트에 대한 영구 가입을 관리하며, 여기에 Windows Vista 이벤트 로그, 하드웨어 및 IPMI 사용 이벤트 원본이 포함됩니다. 서비스는 전달된 이벤트를 로컬 이벤트 로그에 저장합니다. 이 서비스를 중지하거나 사용하지 않을 경우 이벤트 가입을 만들 수 없고 전달된 이벤트를 수락할 수 없습니다.","False","C:\WINDOWS\system32\svchost.exe -k NetworkService -p","Manual","Wecsvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Event Collector","System.ServiceProcess.ServiceController[]",".","Wecsvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","Windows 암호화 공급자 호스트 서비스는 타사 암호화 공급자의 암호화 관련 기능을 EAS 정책을 평가하고 적용하는 데 필요한 프로세스에 연결합니다. 이 기능을 중지하면 연결된 메일 계정에서 설정한 규격 검사가 손상됩니다.","False","C:\WINDOWS\system32\svchost.exe -k WepHostSvcGroup","Manual","WEPHOSTSVC","System.ServiceProcess.ServiceController[]","False","False","False","Windows Encryption Provider Host Service","System.ServiceProcess.ServiceController[]",".","WEPHOSTSVC","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"localSystem","이 서비스는 문제 보고서 제어판에 대한 시스템 수준 문제 보고서를 보고, 보내고 삭제할 수 있도록 지원합니다.","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Manual","wercplsupport","System.ServiceProcess.ServiceController[]","False","False","False","Problem Reports Control Panel Support","System.ServiceProcess.ServiceController[]",".","wercplsupport","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"localSystem","프로그램에서 작업 또는 응답을 중지할 때 오류를 보고할 수 있으며 기존 해결책을 제공할 수 있습니다. 또한 진단 및 복구 서비스용으로 로그를 생성할 수 있습니다. 이 서비스가 중지되면 오류 보고가 올바르게 작동하지 않으며 진단 서비스 및 복구 결과가 표시되지 않을 수도 있습니다.","False","C:\WINDOWS\System32\svchost.exe -k WerSvcGroup","Manual","WerSvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Error Reporting Service","System.ServiceProcess.ServiceController[]",".","WerSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","무선 디스플레이 및 도킹을 비롯하여 무선 서비스에 대한 연결을 관리합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","WFDSConMgrSvc","System.ServiceProcess.ServiceController[]","False","False","False","Wi-Fi Direct 서비스 연결 관리자 서비스","System.ServiceProcess.ServiceController[]",".","WFDSConMgrSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","정지 이미지 인식 이벤트와 연결된 응용 프로그램을 시작합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","WiaRpc","System.ServiceProcess.ServiceController[]","False","False","False","Still Image Acquisition Events","System.ServiceProcess.ServiceController[]",".","WiaRpc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","맬웨어 및 기타 사용자 동의 없이 설치된 소프트웨어로부터 사용자를 보호합니다.","False","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24090.11-0\MsMpEng.exe""","Automatic","WinDefend","System.ServiceProcess.ServiceController[]","False","True","False","Microsoft Defender Antivirus Service","System.ServiceProcess.ServiceController[]",".","WinDefend","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"NT AUTHORITY\LocalService","WinHTTP는 클라이언트 HTTP 스택을 구현하며 HTTP 요청을 보내고 응답을 받을 수 있는 Win32 API 및 COM 자동화 구성 요소를 개발자에게 제공합니다. 또한 WinHTTP는 웹 프록시 자동 검색(WPAD) 프로토콜의 구현을 통한 프록시 구성의 자동 검색을 지원합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","WinHttpAutoProxySvc","System.ServiceProcess.ServiceController[]","False","True","False","WinHTTP Web Proxy Auto-Discovery Service","System.ServiceProcess.ServiceController[]",".","WinHttpAutoProxySvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
